log,n_traces,n_variants,ratio_variants_per_number_of_traces,n_events,trace_len_min,trace_len_max,trace_len_mean,trace_len_median,trace_len_mode,trace_len_std,trace_len_variance,trace_len_q1,trace_len_q3,trace_len_iqr,trace_len_geometric_mean,trace_len_geometric_std,trace_len_harmonic_mean,trace_len_skewness,trace_len_kurtosis,trace_len_coefficient_variation,trace_len_entropy,trace_len_hist1,trace_len_hist2,trace_len_hist3,trace_len_hist4,trace_len_hist5,trace_len_hist6,trace_len_hist7,trace_len_hist8,trace_len_hist9,trace_len_hist10,trace_len_skewness_hist,trace_len_kurtosis_hist,ratio_most_common_variant,ratio_top_1_variants,ratio_top_5_variants,ratio_top_10_variants,ratio_top_20_variants,ratio_top_50_variants,ratio_top_75_variants,mean_variant_occurrence,std_variant_occurrence,skewness_variant_occurrence,kurtosis_variant_occurrence,coverage_variants,rel_coverage_variants,heterogeneity_rate_variants,similarity_rate_variants,n_unique_activities,activities_min,activities_max,activities_mean,activities_median,activities_std,activities_variance,activities_q1,activities_q3,activities_iqr,activities_skewness,activities_kurtosis,n_unique_start_activities,start_activities_min,start_activities_max,start_activities_mean,start_activities_median,start_activities_std,start_activities_variance,start_activities_q1,start_activities_q3,start_activities_iqr,start_activities_skewness,start_activities_kurtosis,rel_unique_start_activities,n_unique_end_activities,end_activities_min,end_activities_max,end_activities_mean,end_activities_median,end_activities_std,end_activities_variance,end_activities_q1,end_activities_q3,end_activities_iqr,end_activities_skewness,end_activities_kurtosis,rel_unique_end_activities,eventropy_trace,eventropy_prefix,eventropy_prefix_flattened,eventropy_global_block,eventropy_global_block_flattened,eventropy_lempel_ziv,eventropy_lempel_ziv_flattened,eventropy_k_block_diff_1,eventropy_k_block_diff_3,eventropy_k_block_diff_5,eventropy_k_block_ratio_1,eventropy_k_block_ratio_3,eventropy_k_block_ratio_5,eventropy_knn_3,eventropy_knn_5,eventropy_knn_7,epa_variant_entropy,epa_normalized_variant_entropy,epa_sequence_entropy,epa_normalized_sequence_entropy,epa_sequence_entropy_linear_forgetting,epa_normalized_sequence_entropy_linear_forgetting,epa_sequence_entropy_exponential_forgetting,epa_normalized_sequence_entropy_exponential_forgetting,simple_trace_diversity,advanced_trace_diversity,distinct_activities_min,distinct_activities_max,distinct_activities_mean,distinct_activities_std,event_density,distinct_activities_non_overlap,complexity_factor,n_traces_with_loop,avg_traces_with_loop,avg_loops_per_trace,max_loops_per_trace,avg_loop_size_per_trace,max_loop_size_per_trace,n_traces_with_repetition,avg_traces_with_repetition,number_of_successions,number_of_ties,structure,average_affinity,lempel_ziv_complexity,deviation_from_random,n_nodes_dfg,n_edges_dfg,coeff_of_connectivity_dfg,avg_node_degree_dfg,max_node_degree_dfg,density_dfg,structure_dfg,cyclomatic_number_dfg,n_cut_vertices_dfg,separability_ratio_dfg,sequentiality_ratio_dfg,cyclicity_dfg,average_edit_distance
pdc2024_11010110.xes,1000,799,0.799,12677,10,31,12.677,13.0,14,1.5494098876669142,2.400671,12.0,14.0,2.0,12.594868592826677,1.1176753878025043,12.520107722905925,3.070458292576344,27.55846992546269,0.1222221257132534,6.900878491501626,0.2228571428571429,0.2376190476190476,0.0104761904761904,0.0023809523809523,0.0,0.0019047619047619,0.0,0.0004761904761904,0.0,0.0004761904761904,1.5009845971467843,0.2673157099754171,0.008,0.043,0.161,0.241,0.36,0.6,0.8,1.2515644555694618,0.7656874539487969,4.256649190597986,21.56230576399111,800,1.0012515644555695,0.9675155931046638,0.5050631308424344,17,12,1025,745.7058823529412,997.0,342.87929014808805,117566.20761245675,532.0,1001.0,469.0,-0.9821283871840522,-0.2901811379081684,7,1,982,142.85714285714286,2.0,342.59489970827417,117371.26530612244,1.0,6.5,5.5,2.040836234421597,2.1657778506160144,0.0087609511889862,7,1,522,142.85714285714286,3.0,223.1843751388579,49811.26530612244,1.0,236.0,235.0,0.96245604829699,-1.0533686956676926,0.0087609511889862,9.469,9.634,9.842,12.173,12.362,1.669,2.005,3.864,1.776,1.228,3.864,2.492,2.076,4.725,4.257,3.949,32315.47468169425,0.7738615024425421,64608.58767279033,0.5394544824718088,32532.632419756508,0.2716337721902626,41075.54344310556,0.3429634794459488,0.2636774989716166,0.537182007205497,0,16,12.517482517482517,1.2443454746507383,0.9874167797966804,0.1846507928281437,209.14679723624843,15,0.015,0.015,1,1.0,1,72,0.072,165,40,0.9999373434565422,0.2214093685676105,2334,0.8369777611367198,19,179,9.421052631578949,18.84210526315789,29,0.5233918128654971,0.5041551246537397,161,0,0.0,0.0,0.8947368421052632,13.430212212212211
pdc2021_1101110.xes,1000,413,0.413,18834,2,183,18.834,4.0,2,24.76869887579886,613.4884439999998,3.0,29.25,26.25,8.292099899101702,3.632553746463337,4.520663355380341,2.141344051395066,6.295147626262549,1.315105600286655,6.231342633153231,0.0369060773480663,0.0085082872928176,0.0050276243093922,0.0025966850828729,0.0012707182320441,0.0005524861878453,0.0001657458563535,5.524861878453041e-05,0.0,0.0001657458563535,2.3964853267692967,4.201226299635539,0.203,0.524,0.602,0.628,0.669,0.793,0.896,2.4213075060532687,14.620849196274817,12.555723498492997,162.3214373560893,800,1.937046004842615,0.8719833505521337,0.286917344466353,39,53,1742,482.9230769230769,378.0,416.42011482583086,173405.71203155816,167.0,676.5,509.5,1.5776831402658902,2.098948497619732,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.0024213075060532,3,49,545,333.3333333333333,406.0,208.9088051971216,43642.88888888889,227.5,475.5,248.0,-0.4796729743330666,-1.5,0.0072639225181598,5.927,11.874,12.446,16.943,16.997,1.759,1.95,4.826,0.813,0.736,4.826,2.294,1.676,4.561,4.089,3.799,65607.43937278894,0.6055469202919365,98712.96969995456,0.5324583945638366,49260.01820595215,0.2657088555825174,62555.97556817892,0.337427335259497,0.7400548169778939,2.0944956099639525,0,32,10.137862137862138,9.03279489645003,0.5382745108772506,0.6447956709593619,95.8983601462596,185,0.185,0.278,6,2.0054054054054054,4,454,0.454,103,66,0.9996130598174344,0.1651297014357924,3047,0.8548635523840192,41,107,2.609756097560976,5.219512195121951,16,0.0652439024390243,0.9363474122546104,67,2,0.048780487804878,0.024390243902439,0.8048780487804879,30.456156156156155
pdc2022_0010014.xes,1000,248,0.248,5771,2,10,5.771,6.0,6,1.898567617968873,3.604559000000001,5.0,7.0,2.0,5.355565787616639,1.5297012931719454,4.807774858771614,-0.4861049852851391,-0.0250650640591771,0.3289841653039114,6.846657925332909,0.15375,0.0374999999999999,0.0,0.2575,0.0,0.4099999999999996,0.17125,0.14625,0.06,0.0137499999999999,0.9785405776698384,0.0674417720154503,0.123,0.167,0.535,0.72,0.779,0.876,0.938,4.032258064516129,11.246458570813113,6.1681473263976745,51.65938945574953,800,3.225806451612903,0.7981505602754055,0.4557093856436018,12,191,1281,480.9166666666667,460.5,309.6356617955296,95874.24305555556,243.25,533.5,290.25,1.3454228769066257,1.152155080538984,7,1,987,142.85714285714286,2.0,344.6221237286795,118764.40816326528,1.5,3.5,2.0,2.041185662031484,2.1665449339329435,0.0282258064516129,8,2,383,125.0,95.0,134.8545512765513,18185.75,2.75,199.0,196.25,0.5895394847414805,-0.9268394755075016,0.032258064516129,6.037,5.601,7.005,7.766,8.884,0.712,1.945,3.322,0.911,0.698,3.322,1.845,1.389,3.575,3.253,2.99,3161.939228958729,0.8222321022793349,17274.34264272604,0.3456228459166939,8813.27851013502,0.1763349531457834,11031.3850947112,0.2207145469840817,0.5574425574425574,0.765781006558102,0,9,5.310689310689311,1.8097238805552,0.9202372744219912,0.5668023696964146,64.7118400312839,90,0.09,0.09,1,1.0,1,328,0.328,110,15,0.9997561134235172,0.2215801085854586,1031,0.7485614176225149,14,125,8.928571428571429,17.857142857142858,25,0.6868131868131868,0.3622448979591837,112,0,0.0,0.0,0.8571428571428571,6.79564964964965
pdc2022_1100104.xes,1000,220,0.22,5761,2,32,5.761,3.0,2,4.267537814712367,18.211879,2.0,8.0,6.0,4.367299171243531,2.124765851789012,3.389233118234228,1.2489284115935622,2.669952994958789,0.7407633769679511,6.653877798282,0.1696666666666666,0.0363333333333333,0.0846666666666666,0.028,0.009,0.0023333333333333,0.001,0.0016666666666666,0.0003333333333333,0.0003333333333333,1.7692416734461012,1.8989554238678796,0.419,0.454,0.604,0.685,0.786,0.89,0.945,4.545454545454546,28.315795901239664,14.263105444697787,205.63633474979065,800,3.636363636363636,0.7808075602740688,0.4325530509073259,16,68,1052,360.0625,256.5,280.06014281534243,78433.68359375,136.75,512.75,376.0,1.1435728468416293,0.1671724861271641,8,1,975,125.0,2.0,321.3051509079803,103237.0,1.0,5.5,4.5,2.2667959848044053,3.1403325773464283,0.0363636363636363,11,1,496,90.9090909090909,52.0,137.3690811748041,18870.26446280992,2.5,117.5,115.0,2.216952253381611,3.950766383278928,0.05,4.975,6.999,8.316,9.352,9.973,0.839,1.841,3.61,1.059,0.575,3.61,1.978,1.454,3.514,3.124,2.861,5312.89960506309,0.7369852781886252,20887.42917889691,0.4187222884201295,10566.925192392384,0.2118310999514075,13293.97837306265,0.2664992900227502,0.691496003996004,1.284787439683493,0,10,4.9360639360639365,3.041817784889756,0.8568067932761563,0.547343199960069,54.42080517006232,81,0.081,0.081,1,1.0,1,245,0.245,116,23,0.9995247933884296,0.2797097064989085,1052,0.7740398563337533,18,135,7.5,15.0,26,0.4411764705882353,0.5833333333333333,118,0,0.0,0.0,0.8888888888888888,7.968174174174174
pdc2025_12111111.xes,1000,767,0.767,16326,4,73,16.326,14.0,7,9.424315571965955,88.817724,10.0,21.0,11.0,14.066141854509846,1.7223988863362203,12.206238877207486,1.477318136392864,3.037777600692462,0.577258089670829,6.759632134700876,0.042463768115942,0.0520289855072463,0.0260869565217391,0.0142028985507246,0.0055072463768115,0.002463768115942,0.0013043478260869,0.0007246376811594,0.0,0.0001449275362318,1.0358087756744512,-0.4800363377846035,0.019,0.103,0.248,0.309,0.386,0.616,0.808,1.303780964797914,1.636536487714837,7.217969056688049,56.086221685739766,800,1.0430247718383312,0.9615984546496604,0.2695711615984465,29,49,2104,562.9655172413793,433.0,486.44299965606206,236626.7919143876,174.0,751.0,577.0,1.3692324793538808,1.6944085809270346,10,1,488,100.0,4.0,152.1873844968761,23161.0,1.25,132.75,131.5,1.5914624043420902,1.4173827824835952,0.0130378096479791,11,1,472,90.9090909090909,2.0,155.072097335081,24047.35537190083,1.0,130.0,129.0,1.4358622326739945,0.6380500898056547,0.014341590612777,9.152,11.801,12.179,14.414,14.612,2.115,2.356,4.363,1.431,0.971,4.363,2.537,1.951,5.054,4.605,4.319,61146.89284174832,0.6907239194459165,95489.86890543786,0.6029520122063092,47998.85930709431,0.3030793646965824,60727.85369786044,0.383454098364671,0.6190361362775156,1.074869526687608,0,22,11.047952047952048,3.865327611490926,0.6767090559813823,0.6080692813269575,158.64064628217994,48,0.048,0.05,2,1.0416666666666667,1,772,0.772,445,109,0.9998147169163456,0.180779569046855,3215,0.8446606162907861,31,466,15.03225806451613,30.06451612903226,54,0.5010752688172043,0.5150884495317378,436,0,0.0,0.0,0.935483870967742,21.28795995995996
pdc_2020_1111101.xes,1000,693,0.693,17942,3,84,17.942,15.0,5,12.61136931502682,159.046636,9.0,24.0,15.0,14.152709665156571,2.0198899281275664,11.128880758382298,1.3817997924241614,2.224328288936924,0.7028965173908605,6.686108354467671,0.0516049382716049,0.0259259259259259,0.0225925925925925,0.0108641975308641,0.007037037037037,0.002716049382716,0.0011111111111111,0.0012345679012345,0.0002469135802469,0.0001234567901234,1.433988472159606,1.010270792004711,0.036,0.143,0.301,0.375,0.445,0.653,0.826,1.443001443001443,2.458603457753991,9.48973052096708,106.92998682068236,800,1.1544011544011543,0.9469110782039356,0.2283571407988445,24,115,1431,747.5833333333334,682.0,391.847538024109,153544.49305555556,470.0,941.25,471.25,0.4277719852164427,-0.8569497419789625,15,1,475,66.66666666666667,1.0,132.14369283305035,17461.95555555556,1.0,59.5,58.5,2.143887716361592,3.5292018949165334,0.0216450216450216,7,2,486,142.85714285714286,82.0,166.75767583226744,27808.12244897959,3.5,211.5,208.0,1.037204459963275,-0.1868492673274837,0.0101010101010101,8.802,11.93,12.438,14.536,14.825,1.933,2.235,4.38,1.252,0.714,4.38,2.437,1.796,4.978,4.544,4.27,64193.5230875784,0.6606339722724873,100072.64751539491,0.5694355122702729,51772.8150405522,0.294598775851869,64559.95635051047,0.367360439933838,0.5725108225108224,1.251302366069731,0,23,10.25974025974026,4.483566121660328,0.5718281272845982,0.655330939355506,127.91848043655602,24,0.024,0.024,1,1.0,1,755,0.755,431,59,0.9998771470632942,0.1657331955436962,3255,0.8420054168604656,26,453,17.423076923076923,34.84615384615385,47,0.696923076923077,0.3298816568047337,428,0,0.0,0.0,0.9230769230769232,24.61197397397397
pdc2021_1200000.xes,1000,434,0.434,27812,4,330,27.812,9.0,4,32.72694082862008,1071.052656,4.0,43.0,39.0,14.311991146529753,3.2241922799935745,8.397746205740827,2.217095755875322,9.317756919583216,1.1767201506047775,6.347659502591851,0.0214110429447852,0.0057668711656441,0.0024846625766871,0.0006748466257668,0.0001840490797546,0.000122699386503,0.0,0.0,0.0,3.06748466257669e-05,2.339653778020436,3.9631532644961016,0.276,0.497,0.584,0.609,0.652,0.783,0.891,2.304147465437788,14.803463019197311,15.974103820905434,276.97686067329875,800,1.8433179723502304,0.8791632431708369,0.2751693908709834,63,78,1000,441.4603174603175,396.0,252.44014380259296,63726.02620307382,263.5,539.0,275.5,0.7027777422258369,-0.2853525299807846,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.0023041474654377,3,78,473,333.3333333333333,449.0,180.81359339263065,32693.55555555556,263.5,461.0,197.5,-0.6977747850045362,-1.5000000000000004,0.0069124423963133,6.077,12.172,12.827,18.18,18.267,1.755,1.988,5.743,0.79,0.688,5.743,2.464,1.755,4.86,4.364,4.055,95270.50054003176,0.5938586694787454,145098.43347945382,0.5098214110018205,72960.28750190699,0.2563550538027541,92265.59575349526,0.3241866578844308,0.725417439703154,1.9267329369387631,0,49,17.2987012987013,14.18296625462771,0.6219869588199806,0.6910154631672762,196.38987364394893,0,0.0,0.0,0,0.0,0,487,0.487,116,86,0.9995434177833464,0.2155202510713392,4201,0.8921859025165405,65,120,1.8461538461538465,3.692307692307693,10,0.0288461538461538,0.9715976331360948,56,4,0.0615384615384615,0.0307692307692307,0.6923076923076923,43.614994994994994
pdc2022_1200004.xes,1000,263,0.263,6621,2,50,6.621,3.0,2,5.821284995600198,33.887359,2.0,9.25,7.25,4.636812146523083,2.323706845523396,3.427892439451992,1.84067063123583,6.273259608967681,0.8792153746564262,6.57664679049239,0.110625,0.0654166666666666,0.0197916666666666,0.0085416666666666,0.0014583333333333,0.00125,0.0008333333333333,0.0,0.0002083333333333,0.0002083333333333,1.6929384847163218,1.3756226368367876,0.417,0.458,0.634,0.702,0.776,0.868,0.934,3.802281368821293,25.884337545252592,15.490467681589871,243.93514967077385,800,3.041825095057034,0.8066519161632527,0.4175162193345364,17,62,1068,389.4705882352941,324.0,301.92132158737274,91156.48442906572,168.0,485.0,317.0,1.0243161849066993,-0.0357366541703383,9,1,976,111.11111111111111,1.0,305.8196434518026,93525.65432098768,1.0,2.0,1.0,2.4737820938409745,4.121877457501527,0.0342205323193916,9,1,513,111.11111111111111,62.0,154.74239844510365,23945.209876543213,1.0,163.0,162.0,1.806709543022293,2.159021411591672,0.0342205323193916,5.078,7.665,8.974,10.738,11.339,1.047,1.835,3.682,1.108,0.681,3.682,2.034,1.527,3.832,3.396,3.123,8849.580811778187,0.7160614392261349,26387.52911226081,0.4529925882623408,13296.98252157681,0.2282682286356789,16768.334813893594,0.2878606540187868,0.6891931597813952,1.4695065167020742,0,11,5.283716283716283,3.575840871387748,0.7980239063157051,0.5303964321018393,56.6017856030125,99,0.099,0.099,1,1.0,1,313,0.313,131,33,0.9995229076609464,0.2876838501938404,1208,0.7884734089641183,19,149,7.842105263157895,15.68421052631579,29,0.435672514619883,0.5872576177285318,131,0,0.0,0.0,0.8421052631578947,9.51292092092092
pdc2025_10001110.xes,1000,921,0.921,14970,13,17,14.97,15.0,15,0.8044252606675153,0.6470999999999999,14.0,16.0,2.0,14.948319903111855,1.055411254895028,14.926570823780436,-0.0033311331578072,-0.4583254256517808,0.0537358223558794,6.906309648014068,0.0499999999999999,0.0,0.6600000000000024,0.0,0.0,1.1424999999999992,0.0,0.6100000000000022,0.0,0.0375000000000001,1.2681576862785504,0.1571796582298699,0.005,0.031,0.112,0.171,0.263,0.539,0.769,1.0857763300760044,0.3642904991603499,5.232284497786859,32.98163190461577,800,0.8686210640608035,0.9880865433989496,0.3381078887725177,18,473,1498,831.6666666666666,996.0,290.8439826130536,84590.22222222222,504.25,1002.25,498.0,0.1725429828970405,-0.7035315775949389,8,1,497,125.0,2.0,174.94570586327634,30606.0,1.75,241.25,239.5,1.070952732026937,-0.2259541042105453,0.008686210640608,6,1,468,166.66666666666666,123.5,178.39625058341954,31825.22222222222,2.5,272.25,269.75,0.4704105286012817,-1.248417297653606,0.006514657980456,9.79,11.517,11.573,12.814,12.895,2.019,2.173,4.08,1.65,0.956,4.08,2.623,2.02,4.977,4.531,4.251,52073.62233204377,0.7525558973173972,91171.5789422765,0.6334938974772792,45971.988171666366,0.3194304003453417,57982.52278134324,0.4028840431246028,0.2145632145632146,0.6803774191445725,0,16,14.137862137862138,0.9736667797439984,0.9444129684610646,0.2381974105729742,309.21040226717446,107,0.107,0.108,2,1.0093457943925233,1,671,0.671,241,41,0.9999516646802028,0.2043120001516794,3069,0.8578482894318828,20,255,12.75,25.5,34,0.6710526315789473,0.3625,236,0,0.0,0.0,0.9,15.400068068068068
pdc2025_02010010.xes,1000,987,0.987,27391,12,92,27.391,24.0,18,12.22317957816214,149.40611900000002,18.0,34.0,16.0,25.026892192966915,1.5234704602509204,22.97979739497759,1.2476156007949004,2.0456476750329404,0.4462480222760082,6.816514858964403,0.04025,0.031375,0.026625,0.01375,0.006125,0.00475,0.001125,0.000375,0.0005,0.000125,0.8231735968709506,-0.8846721657674119,0.003,0.019,0.062,0.111,0.21,0.506,0.753,1.0131712259371837,0.122572783261087,10.129711552888216,113.76759182153395,800,0.8105369807497467,0.9981057175565456,0.3027093787855717,32,257,1822,855.96875,816.0,432.8876502898154,187391.7177734375,564.0,1000.25,436.25,0.6689707913041497,-0.3085302929124891,8,1,989,125.0,1.0,326.5639294227089,106644.0,1.0,2.0,1.0,2.2677140704207,3.1426732206136734,0.0081053698074974,4,1,993,250.0,3.0,428.9720270600404,184017.0,2.5,250.5,248.0,1.1546879828327103,-0.6666763145766348,0.0040526849037487,9.939,13.279,13.293,16.709,16.718,2.588,2.603,4.819,1.735,1.092,4.819,2.899,2.239,5.533,5.03,4.712,139773.3795649757,0.6767546854467076,175610.6051931853,0.6274487206525513,88543.42815981746,0.3163616494570594,111859.57540795536,0.3996691851568359,0.3902347652347652,0.8874435785707726,0,32,19.512487512487517,4.266367543247982,0.7123685704241363,0.379609910344532,296.709110878742,8,0.008,0.008,1,1.0,1,851,0.851,608,121,0.9998757915720988,0.2020176004913617,5443,0.8813670911145892,34,620,18.235294117647054,36.47058823529412,48,0.5525846702317291,0.4636678200692041,587,0,0.0,0.0,0.9411764705882352,33.957355355355354
pdc_2020_1010111.xes,1000,437,0.437,10147,6,17,10.147,9.0,8,2.9630037124512687,8.779391,8.0,13.0,5.0,9.757752956755288,1.3148468427344733,9.420303290688064,0.7682247046655637,-1.0241291644878627,0.2920078557653758,6.867311694158964,0.1081818181818182,0.2736363636363637,0.2245454545454542,0.0181818181818181,0.0018181818181818,0.0054545454545454,0.0536363636363636,0.0936363636363636,0.0954545454545454,0.0345454545454545,0.9751285275668364,-0.2947702855204568,0.08,0.244,0.584,0.606,0.65,0.781,0.89,2.288329519450801,7.851841813482807,6.557066810963211,44.97437264457317,800,1.8306636155606408,0.8801604789901406,0.4251030027223866,18,163,1006,563.7222222222222,651.5,261.3851576070913,68322.20061728396,328.25,661.5,333.25,0.1516761217313706,-0.8890076949860992,12,1,974,83.33333333333333,2.0,268.54991259644,72119.05555555555,1.0,4.25,3.25,3.014959651708787,7.090352010866607,0.0274599542334096,3,4,984,333.3333333333333,12.0,460.1024040604681,211694.22222222225,8.0,498.0,490.0,0.7069464536511502,-1.4999999999999998,0.0068649885583524,6.768,8.826,10.382,11.102,12.344,1.418,2.437,4.006,1.396,0.724,4.006,2.413,1.797,4.367,3.918,3.615,20498.460887565994,0.7363209114857807,43850.05034640672,0.4684564228008587,21913.185817022128,0.2341017298479314,27782.506772269626,0.2968045335447274,0.4528804528804528,0.8042069612304689,0,16,9.848151848151849,2.67726564419549,0.9705481273432393,0.4861755905810817,160.26080739443873,35,0.035,0.035,1,1.0,1,244,0.244,246,38,0.9998010148243957,0.1886748123635533,1843,0.8385008827506522,20,261,13.05,26.1,36,0.6868421052631579,0.3475,242,0,0.0,0.0,0.9,11.713947947947949
pdc2021_0210113.xes,1000,414,0.414,20788,3,165,20.788,6.0,4,27.12539503859805,735.787056,4.0,31.25,27.25,10.072068010776947,3.2233772203956765,6.140921754452799,2.069408420908492,4.795553452486741,1.304858333586591,6.259793948604532,0.0412962962962962,0.0065432098765432,0.0058024691358024,0.004074074074074,0.0016049382716049,0.0009876543209876,0.000679012345679,0.0002469135802469,0.0002469135802469,0.0002469135802469,2.4953201566283867,4.559106010204309,0.197,0.47,0.589,0.627,0.668,0.793,0.896,2.415458937198068,13.275648865825744,12.665772358378796,167.31949628460788,800,1.932367149758454,0.8723334470402997,0.2318131916872719,51,37,1237,407.6078431372549,308.0,288.87272985889865,83447.45405613225,221.5,577.0,355.5,1.1255821092411444,0.5262485041010536,9,1,949,111.11111111111111,2.0,296.3869259541372,87845.20987654322,1.0,12.0,11.0,2.4701556899448605,4.111403717527588,0.0217391304347826,13,1,524,76.92307692307692,4.0,160.2677862628965,25685.76331360947,2.0,22.0,20.0,2.0425999614556227,2.481280578188162,0.0314009661835748,6.194,12.016,12.747,17.875,17.962,2.114,2.407,5.337,1.121,0.959,5.337,2.651,1.984,4.813,4.314,4.007,77091.10585410363,0.5970667057905237,109527.68138400656,0.5299460958591513,54461.32836477608,0.2635093519511932,69336.01743186408,0.3354800473828336,0.7537168713639302,2.22520714180278,0,43,12.56043956043956,11.273043594996814,0.6042158726399635,0.6167291077306497,147.74256922651458,34,0.034,0.039,3,1.1470588235294117,1,434,0.434,334,199,0.9988389460664192,0.1945361990251737,3821,0.8931948795823631,53,356,6.716981132075472,13.433962264150944,27,0.1291727140783744,0.8732645069419722,304,0,0.0,0.0,0.9622641509433962,33.33648248248248
pdc2022_1001014.xes,1000,105,0.105,4326,2,8,4.326,5.0,2,2.223898378973284,4.945724,2.0,7.0,5.0,3.726890757409506,1.7502649138430708,3.206535224171168,0.1764227135716906,-1.6531293546389243,0.5140772951856876,6.771759391150731,0.6666666666666665,0.1533333333333333,0.0,0.0,0.0,0.1833333333333334,0.2249999999999998,0.0,0.3566666666666668,0.0816666666666666,1.3687937460291917,1.01630291524845,0.4,0.4,0.586,0.73,0.887,0.947,0.973,9.523809523809524,39.80358807422727,9.026771169914332,85.250172595963,800,7.619047619047619,0.673729766356646,0.4083043345543359,10,109,1196,432.6,386.5,317.9937735239481,101120.04,167.25,526.75,359.5,1.1334994840658947,0.6307209190481777,8,1,972,125.0,2.0,320.17495217458844,102512.0,1.75,6.5,4.75,2.26668888066164,3.1400584757150574,0.0761904761904762,7,1,606,142.85714285714286,104.0,198.4255373623844,39372.69387755101,2.5,142.0,139.5,1.6621780353401427,1.3491181432191803,0.0666666666666666,4.083,5.32,7.123,7.034,8.158,0.463,2.163,2.964,0.985,0.16,2.964,1.818,1.184,2.878,2.532,2.261,1538.6045209136971,0.7580394249024375,11288.244935211089,0.3116664200007429,5557.861725286431,0.1534515663613904,7096.739222466384,0.1959396983180001,0.5989010989010989,1.0375546783313774,0,7,4.010989010989011,2.169371555988321,0.9271819257949632,0.4830870873016358,41.45647522837842,96,0.096,0.096,1,1.0,1,206,0.206,62,12,0.9989115646258504,0.2625895846061764,785,0.7658005049016843,12,77,6.416666666666667,12.833333333333334,19,0.5833333333333334,0.4652777777777778,66,0,0.0,0.0,0.8333333333333334,5.547119119119119
pdc2021_0201101.xes,1000,445,0.445,18590,1,115,18.59,4.0,3,23.093849830636724,533.3258999999999,3.0,30.25,27.25,8.16382792699424,3.705539460594535,4.309991041248916,1.5188847886016523,1.7052919753342175,1.2422727181622768,6.253094340430614,0.0535964912280701,0.0069298245614035,0.008859649122807,0.005438596491228,0.0056140350877192,0.0039473684210526,0.0010526315789473,0.0010526315789473,0.0007894736842105,0.000438596491228,2.5038219990418837,4.601288712318636,0.171,0.431,0.56,0.599,0.644,0.777,0.888,2.247191011235955,11.60732130338086,12.861343498596309,172.315709051698,800,1.797752808988764,0.8827866703269772,0.2222102559502473,48,37,1080,387.2916666666667,294.0,255.7943475995685,65430.7482638889,213.5,658.0,444.5,0.906886366947983,-0.0490609713838843,9,1,962,111.11111111111111,1.0,300.87703078553704,90526.987654321,1.0,12.0,11.0,2.473534260505009,4.1211910727083785,0.0202247191011235,9,1,513,111.11111111111111,8.0,187.8140004510636,35274.09876543211,3.0,38.0,35.0,1.3894968023422003,0.0531763758080798,0.0202247191011235,6.518,12.157,12.682,17.406,17.469,2.336,2.577,5.286,1.339,1.081,5.286,2.725,2.1,4.922,4.423,4.114,72617.5989132739,0.6118752142089152,100474.86796099869,0.5498038654567396,50295.68566978144,0.2752206890958736,63787.24408686216,0.3490472202402164,0.764547952047952,2.124200948747189,0,38,11.301698301698302,10.783811780459205,0.6079450404356268,0.6959119708858613,138.42437166713918,194,0.194,0.249,6,1.592783505154639,4,435,0.435,258,154,0.9992223204140892,0.1206226455705105,3704,0.8986676808468155,50,276,5.52,11.04,25,0.1126530612244898,0.8896,227,0,0.0,0.0,0.96,29.92980580580581
pdc2022_1011014.xes,1000,127,0.127,4308,2,8,4.308,4.0,4,1.428683309904613,2.0411360000000007,4.0,5.0,1.0,4.05433237516317,1.4351796987757766,3.7826932776136606,0.2430517631534606,-0.3453229639655126,0.3316349373037635,6.851518994974488,0.2283333333333332,0.1649999999999999,0.0,0.626666666666666,0.0,0.3300000000000002,0.1583333333333332,0.0,0.145,0.0133333333333333,1.2922696504412563,0.960512964153918,0.137,0.137,0.517,0.746,0.839,0.936,0.968,7.874015748031496,20.41035406760761,3.8796391260211234,15.754365564568603,800,6.299212598425197,0.7012679069853189,0.3640119389838209,10,197,1284,430.8,315.0,309.8479627172011,96005.76000000002,238.25,503.0,264.75,1.942742757377037,2.852586534283032,9,1,974,111.11111111111111,3.0,305.08084336394234,93074.32098765433,2.0,5.0,3.0,2.4747626695141247,4.124685677464835,0.0708661417322834,9,1,339,111.11111111111111,9.0,125.5932096929912,15773.654320987656,3.0,220.0,217.0,0.5179302417779874,-1.3234856770553547,0.0708661417322834,4.944,5.044,6.782,6.54,7.759,0.471,2.22,3.03,0.684,0.342,3.03,1.679,1.178,3.123,2.774,2.567,1444.9281063366552,0.8003769925960703,11013.587687961788,0.3055058712376978,5674.646774810753,0.1574090074935049,7062.196962979463,0.195898257421197,0.60999000999001,0.9342495140753644,0,7,3.9000999000999,1.5012515557947688,0.9053156685468664,0.5990683968243613,44.38224556018498,75,0.075,0.075,1,1.0,1,314,0.314,74,6,0.9996279992559984,0.1740063066339223,798,0.74928560289798,12,92,7.666666666666667,15.333333333333334,22,0.696969696969697,0.3611111111111111,81,0,0.0,0.0,0.8333333333333334,5.092586586586586
